date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:00:09	56454/56454	---M-Z	200	added ('OK')	text/html	etag:%223ea2ef2-dc86-5c6330d84ec00-gzip%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html	(from )
10:00:09	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2017%20May%202023%2003:00:00%20GMT	https://www.kodingwife.com/robots.txt		(from )
10:00:09	439/439	---M--	200	added ('OK')	image/png	etag:%223ea2b73-1b7-5c59aa3b90380%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/img/fav.png	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/img/fav.png	(from https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html)
10:00:10	154828/154828	---M-Z	200	added ('OK')	text/css	etag:%223ea2dba-25ccc-5bfdc52d5b1c0-gzip%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/css/bootstrap.min.css	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/css/bootstrap.min.css	(from https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html)
10:00:11	43464/43464	---M-Z	200	added ('OK')	text/css	etag:%223ea2ed8-a9c8-588d09988ae80-gzip%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/fonts/style.css	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/fonts/style.css	(from https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html)
10:00:11	155433/155433	---M-Z	200	added ('OK')	text/css	etag:%223ea2db8-25f29-5c6355862f580-gzip%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/css/main.css	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/css/main.css	(from https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html)
10:00:11	16480/16480	---M-Z	200	added ('OK')	text/css	etag:%223ea2dfa-4060-5c586822055c0-gzip%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/vendor/megamenu/css/megamenu.css	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/vendor/megamenu/css/megamenu.css	(from https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html)
10:00:11	9492/9492	---M-Z	200	added ('OK')	text/css	etag:%223ea2df0-2514-5be56ea10fcc0-gzip%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/vendor/search-filter/search-filter.css	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/vendor/search-filter/search-filter.css	(from https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html)
10:00:12	2246/2246	---M-Z	200	added ('OK')	text/css	etag:%223ea2df2-8c6-5c55e0e981980-gzip%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/vendor/search-filter/custom-search-filter.css	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/vendor/search-filter/custom-search-filter.css	(from https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html)
10:00:12	2601/2601	---M--	200	added ('OK')	image/svg+xml	etag:%223ea2d8e-a29-5c63204fe6a80%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/img/logo.svg	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/img/logo.svg	(from https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html)
10:00:12	53417/53417	---M-Z	200	added ('OK')	text/html	etag:%223ea2af9-d0a9-5c6330d84ec00-gzip%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/analytics.html	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/analytics.html	(from https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html)
10:00:13	60309/60309	---M-Z	200	added ('OK')	text/html	etag:%223ea2b1d-eb95-5c6330d84ec00-gzip%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/sales.html	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/sales.html	(from https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html)
10:00:13	60621/60621	---M-Z	200	added ('OK')	text/html	etag:%223ea2db5-eccd-5c6330d84ec00-gzip%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/crm.html	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/crm.html	(from https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html)
10:00:13	55392/55392	---M-Z	200	added ('OK')	text/html	etag:%223ea2eec-d860-5c6330d84ec00-gzip%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/reports.html	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/reports.html	(from https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html)
10:00:13	56354/56354	---M-Z	200	added ('OK')	text/html	etag:%223ea2aff-dc22-5c6332aaa7840-gzip%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/saas.html	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/saas.html	(from https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html)
10:00:14	54706/54706	---M-Z	200	added ('OK')	text/html	etag:%223ea2eef-d5b2-5c6330d84ec00-gzip%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/consulting.html	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/consulting.html	(from https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html)
10:00:14	82320/82320	---M-Z	200	added ('OK')	text/html	etag:%223ea2af6-14190-5c6330d84ec00-gzip%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/profile.html	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/profile.html	(from https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html)
10:00:14	45115/45115	---M-Z	200	added ('OK')	text/html	etag:%223ea2afb-b03b-5c6330d84ec00-gzip%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/starter-page.html	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/starter-page.html	(from https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html)
10:00:15	45383/45383	---M-Z	200	added ('OK')	text/html	etag:%223ea2efb-b147-5c6330d84ec00-gzip%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/layout-tabs-tooltip.html	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/layout-tabs-tooltip.html	(from https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html)
10:00:15	44924/44924	---M-Z	200	added ('OK')	text/html	etag:%223ea2efc-af7c-5c6330d84ec00-gzip%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/layout-tile-menu.html	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/layout-tile-menu.html	(from https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html)
10:00:15	32706/32706	---M-Z	200	added ('OK')	text/html	etag:%223ea2dbc-7fc2-5c6330d84ec00-gzip%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/layout-collapse-menu.html	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/layout-collapse-menu.html	(from https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html)
10:00:16	32705/32705	---M-Z	200	added ('OK')	text/html	etag:%223ea2b07-7fc1-5c6330d84ec00-gzip%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/layout-compact-menu.html	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/layout-compact-menu.html	(from https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html)
10:00:16	34190/34190	---M-Z	200	added ('OK')	text/html	etag:%223ea2ae9-858e-5c6330d84ec00-gzip%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/layout-slim-menu.html	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/layout-slim-menu.html	(from https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html)
10:00:16	45420/45420	---M-Z	200	added ('OK')	text/html	etag:%223ea2ed3-b16c-5c6330d84ec00-gzip%22	https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/layout-hover-tabs.html	C:/My%20Web%20Sites/Gmbslagi/www.kodingwife.com/demos/unipro/v1-x/05-design-violet/layout-hover-tabs.html	(from https://www.kodingwife.com/demos/unipro/v1-x/05-design-violet/index.html)
